"replicate","n","corner_relief","edge","family","cor_true","delta_kl_total","node_holdout_score","gen_time","fit_time"
2,16000,0,"7->8","Gumbel(3.0)",0.813752375837698,0,0.543888499587257,73.9550719261169,62.1413300037384
2,16000,0.3,"1->2","Clayton(3.0)",0.779392756436775,0.0836536482103063,0.450931801972836,73.9550719261169,62.0759680271149
2,16000,0.3,"7->8","Gumbel(3.0)",0.832183152414173,0.0836536482103063,0.579916080680905,73.9550719261169,62.0759680271149
2,16000,0.6,"1->2","Clayton(3.0)",0.784414211212117,0.110176649338909,0.447354755984842,73.9550719261169,62.1994280815125
2,16000,0.6,"7->8","Gumbel(3.0)",0.834298747263311,0.110176649338909,0.582743078170081,73.9550719261169,62.1994280815125
2,16000,0.8,"1->2","Clayton(3.0)",0.749755219567274,0.0592082837083985,0.431513342364761,73.9550719261169,62.1518261432648
2,16000,0.8,"7->8","Gumbel(3.0)",0.831316424459818,0.0592082837083985,0.578644126762781,73.9550719261169,62.1518261432648
3,2000,0,"1->2","Clayton(3.0)",0.775545222426888,0,0.391518227725495,9.10915207862854,1.1549220085144
3,2000,0,"7->8","Gumbel(3.0)",0.826876491703156,0,0.580323516138674,9.10915207862854,1.1549220085144
3,2000,0.3,"1->2","Clayton(3.0)",0.776958844456239,0.137891708538974,0.389894222329405,9.10915207862854,1.14737010002136
3,2000,0.3,"7->8","Gumbel(3.0)",0.839887327317179,0.137891708538974,0.601441409880025,9.10915207862854,1.14737010002136
3,2000,0.6,"1->2","Clayton(3.0)",0.779653118119174,0.0932141462397342,0.386109712897556,9.10915207862854,1.13709115982056
3,2000,0.6,"7->8","Gumbel(3.0)",0.837596861284202,0.0932141462397342,0.598516226349363,9.10915207862854,1.13709115982056
3,2000,0.8,"1->2","Clayton(3.0)",0.778376866979772,0.159993618331731,0.388583386137569,9.10915207862854,1.14178013801575
3,2000,0.8,"7->8","Gumbel(3.0)",0.827487981966571,0.159993618331731,0.581429888282478,9.10915207862854,1.14178013801575
3,4000,0,"1->2","Clayton(3.0)",0.730879151397362,0,0.397646711158255,18.3422110080719,4.12817883491516
3,4000,0,"7->8","Gumbel(3.0)",0.828968401568337,0,0.579645958027625,18.3422110080719,4.12817883491516
3,4000,0.3,"1->2","Clayton(3.0)",0.781031271611809,-0.25199699732835,0.475547987679216,18.3422110080719,4.16347408294678
3,4000,0.3,"7->8","Gumbel(3.0)",0.833034973942109,-0.25199699732835,0.586151377477602,18.3422110080719,4.16347408294678
3,4000,0.6,"1->2","Clayton(3.0)",0.782018212804498,-0.31676553015463,0.475492085816931,18.3422110080719,4.19183802604675
3,4000,0.6,"7->8","Gumbel(3.0)",0.826520465019515,-0.31676553015463,0.575161393299005,18.3422110080719,4.19183802604675
